latitude,longitude,CO2_1000_hPa,CO2_500_hPa,CO2_300_hPa,CO2_10_hPa,CO2_1_hPa
70.0,-90.0,0.00065340847,0.00065309217,0.00064334035,0.0006290902,0.0006278863
70.0,-85.0,0.0006535594,0.00065223884,0.00064148847,0.00062931795,0.0006278421
70.0,-80.0,0.0006537129,0.0006513595,0.0006409853,0.0006291765,0.0006278035
70.0,-75.0,0.00065362756,0.0006522477,0.0006428069,0.00062919426,0.00062778563
70.0,-70.0,0.0006538185,0.00065079663,0.0006439841,0.0006292874,0.000627856
70.0,-65.0,0.0006536307,0.00065224676,0.0006433545,0.0006289825,0.00062787154
70.0,-60.0,0.00065372826,0.0006512298,0.0006445732,0.0006288552,0.0006278757
70.0,-55.0,0.000653486,0.0006508395,0.0006472446,0.0006287989,0.0006278721
70.0,-50.0,0.00065326784,0.0006517621,0.0006467408,0.00062884984,0.0006278397
70.0,-45.0,0.00065283646,0.00065237464,0.0006472963,0.00062896457,0.00062783476
70.0,-40.0,0.0006523667,0.00065106084,0.00064876,0.00062911946,0.0006278229
