altitude_km,temperature_k,pression_pa,pression_hpa,co2_ppm,pression_partielle_co2_pa,concentration_co2_molecules_m3
3.279999999999999716e+01,2.304185513914403316e+02,7.901320711657890570e+02,7.901320711657890961e+00,4.200000000000000000e+02,3.318554698896313826e-01,1.043153587019063296e+20
3.289999999999999858e+01,2.306956797460148891e+02,7.786287777187030770e+02,7.786287777187030912e+00,4.200000000000000000e+02,3.270240866418552828e-01,1.026731762029348782e+20
3.300000000000000000e+01,2.309727994264578399e+02,7.673068186302566573e+02,7.673068186302566929e+00,4.200000000000000000e+02,3.222688638247077630e-01,1.010588209830851052e+20
3.310000000000000142e+01,2.312499104331764954e+02,7.561631178499034149e+02,7.561631178499034434e+00,4.200000000000000000e+02,3.175885094969593814e-01,9.947178817110271590e+19
3.320000000000000284e+01,2.315270127665780819e+02,7.451946551832686509e+02,7.451946551832686616e+00,4.200000000000000000e+02,3.129817551769727979e-01,9.791158265799029555e+19
3.329999999999999716e+01,2.318041064270697404e+02,7.343984652113952052e+02,7.343984652113952016e+00,4.200000000000000000e+02,3.084473553887859820e-01,9.637771889663865651e+19
3.339999999999999858e+01,2.320811914150586688e+02,7.237716362321652923e+02,7.237716362321652497e+00,4.200000000000000000e+02,3.039840872175094133e-01,9.486972070580584448e+19
3.350000000000000000e+01,2.323582677309520363e+02,7.133113092234434589e+02,7.133113092234435015e+00,4.200000000000000000e+02,2.995907498738462071e-01,9.338712107834785792e+19
3.360000000000000142e+01,2.326353353751568989e+02,7.030146768274724991e+02,7.030146768274724955e+00,4.200000000000000000e+02,2.952661642675384335e-01,9.192946199360398950e+19
3.370000000000000284e+01,2.329123943480803973e+02,6.928789823560207424e+02,6.928789823560207672e+00,4.200000000000000000e+02,2.910091725895286863e-01,9.049629423383669965e+19
3.379999999999999716e+01,2.331894446501295590e+02,6.829015188158914498e+02,6.829015188158914285e+00,4.200000000000000000e+02,2.868186379026743671e-01,8.908717720464136602e+19
3.389999999999999858e+01,2.334664862817114681e+02,6.730796279543033052e+02,6.730796279543032945e+00,4.200000000000000000e+02,2.826934437408073486e-01,8.770167875922886656e+19
3.400000000000000000e+01,2.337435192432331235e+02,6.634106993237463712e+02,6.634106993237463890e+00,4.200000000000000000e+02,2.786324937159734283e-01,8.633937502649706086e+19
3.410000000000000142e+01,2.340205435351014955e+02,6.538921693658691083e+02,6.538921693658690693e+00,4.200000000000000000e+02,2.746347111336649993e-01,8.499985024280202445e+19
3.420000000000000284e+01,2.342975591577235548e+02,6.445215205140099215e+02,6.445215205140098824e+00,4.200000000000000000e+02,2.706990386158841244e-01,8.368269658734803354e+19
3.429999999999999716e+01,2.345745661115062717e+02,6.352962803139469088e+02,6.352962803139469372e+00,4.200000000000000000e+02,2.668244377318576555e-01,8.238751402111097242e+19
3.439999999999999858e+01,2.348515643968565030e+02,6.262140205625079261e+02,6.262140205625079226e+00,4.200000000000000000e+02,2.630098886362532973e-01,8.111391012921961677e+19
3.450000000000000000e+01,2.351285540141812191e+02,6.172723564636077072e+02,6.172723564636076965e+00,4.200000000000000000e+02,2.592543897147152054e-01,7.986149996670977638e+19
3.460000000000000142e+01,2.354055349638871917e+02,6.084689458014048569e+02,6.084689458014048924e+00,4.200000000000000000e+02,2.555569572365899988e-01,7.862990590758413926e+19
3.470000000000000284e+01,2.356825072463813342e+02,5.998014881301376136e+02,5.998014881301376278e+00,4.200000000000000000e+02,2.519166250146577801e-01,7.741875749709321011e+19
3.479999999999999716e+01,2.359594708620703898e+02,5.912677239803567772e+02,5.912677239803567630e+00,4.200000000000000000e+02,2.483324440717498138e-01,7.622769130717460890e+19
3.489999999999999858e+01,2.362364258113612152e+02,5.828654340811383463e+02,5.828654340811383783e+00,4.200000000000000000e+02,2.448034823140780858e-01,7.505635079497103770e+19
3.500000000000000000e+01,2.365133720946605251e+02,5.745924385979840281e+02,5.745924385979840565e+00,4.200000000000000000e+02,2.413288242111532589e-01,7.390438616436372275e+19
3.510000000000000142e+01,2.367903097123750626e+02,5.664465963860512829e+02,5.664465963860513043e+00,4.200000000000000000e+02,2.379075704821415060e-01,7.277145423045092147e+19
3.520000000000000284e+01,2.370672386649115140e+02,5.584258042583876431e+02,5.584258042583876147e+00,4.200000000000000000e+02,2.345388377885228026e-01,7.165721828690513101e+19
3.529999999999999716e+01,2.373441589526766222e+02,5.505279962688586011e+02,5.505279962688586437e+00,4.200000000000000000e+02,2.312217584329205877e-01,7.056134797614583808e+19
3.539999999999999858e+01,2.376210705760770168e+02,5.427511430094607476e+02,5.427511430094607903e+00,4.200000000000000000e+02,2.279554800639734813e-01,6.948351916226536243e+19
3.550000000000000000e+01,2.378979735355192986e+02,5.350932509216914923e+02,5.350932509216915101e+00,4.200000000000000000e+02,2.247391653871104178e-01,6.842341380664282317e+19
3.560000000000000142e+01,2.381748678314101255e+02,5.275523616217086555e+02,5.275523616217086875e+00,4.200000000000000000e+02,2.215719918811176192e-01,6.738071984619057971e+19
3.570000000000000284e+01,2.384517534641560701e+02,5.201265512389626338e+02,5.201265512389626089e+00,4.200000000000000000e+02,2.184531515203642915e-01,6.635513107417106022e+19
3.579999999999999716e+01,2.387286304341636480e+02,5.128139297680355639e+02,5.128139297680355924e+00,4.200000000000000000e+02,2.153818505025749119e-01,6.534634702352905830e+19
3.589999999999999858e+01,2.390054987418394603e+02,5.056126404333965638e+02,5.056126404333965318e+00,4.200000000000000000e+02,2.123573089820265380e-01,6.435407285268217037e+19
3.600000000000000000e+01,2.392823583875899374e+02,4.985208590668001420e+02,4.985208590668001705e+00,4.200000000000000000e+02,2.093787608080560358e-01,6.337801923371452006e+19
3.610000000000000142e+01,2.395592093718216233e+02,4.915367934970751094e+02,4.915367934970751307e+00,4.200000000000000000e+02,2.064454532687715338e-01,6.241790224292219290e+19
3.620000000000000284e+01,2.398360516949409487e+02,4.846586829520279593e+02,4.846586829520279416e+00,4.200000000000000000e+02,2.035566468398517237e-01,6.147344325365644493e+19
3.629999999999999716e+01,2.401128853573543438e+02,4.778847974722111189e+02,4.778847974722110870e+00,4.200000000000000000e+02,2.007116149383286474e-01,6.054436883141413274e+19
3.639999999999999858e+01,2.403897103594681823e+02,4.712134373363148825e+02,4.712134373363149109e+00,4.200000000000000000e+02,1.979096436812522453e-01,5.963041063112695808e+19
3.650000000000000000e+01,2.406665267016889231e+02,4.646429324979250737e+02,4.646429324979250985e+00,4.200000000000000000e+02,1.951500316491285025e-01,5.873130529659884339e+19
3.660000000000000142e+01,2.409433343844228261e+02,4.581716420334241207e+02,4.581716420334241313e+00,4.200000000000000000e+02,1.924320896540381021e-01,5.784679436204637389e+19
3.670000000000000284e+01,2.412201334080762933e+02,4.517979536007869115e+02,4.517979536007868724e+00,4.200000000000000000e+02,1.897551405123304724e-01,5.697662415569353933e+19
3.679999999999999716e+01,2.414969237730555847e+02,4.455202829090584942e+02,4.455202829090584515e+00,4.200000000000000000e+02,1.871185188218045525e-01,5.612054570537783296e+19
3.689999999999999858e+01,2.417737054797669884e+02,4.393370731982817006e+02,4.393370731982816579e+00,4.200000000000000000e+02,1.845215707432782959e-01,5.527831464612200448e+19
3.700000000000000000e+01,2.420504785286167362e+02,4.332467947296559032e+02,4.332467947296558819e+00,4.200000000000000000e+02,1.819636537864554593e-01,5.444969112962837709e+19
3.710000000000000142e+01,2.423272429200111162e+02,4.272479442857203935e+02,4.272479442857203935e+00,4.200000000000000000e+02,1.794441366000025517e-01,5.363443973565424435e+19
3.720000000000000284e+01,2.426039986543562748e+02,4.213390446803531972e+02,4.213390446803532363e+00,4.200000000000000000e+02,1.769623987657483188e-01,5.283232938522710016e+19
3.729999999999999716e+01,2.428807457320584149e+02,4.155186442783728467e+02,4.155186442783728396e+00,4.200000000000000000e+02,1.745178305969165844e-01,5.204313325565824205e+19
3.739999999999999858e+01,2.431574841535236828e+02,4.097853165245561513e+02,4.097853165245561868e+00,4.200000000000000000e+02,1.721098329403135674e-01,5.126662869731713024e+19
3.750000000000000000e+01,2.434342139191581680e+02,4.041376594818705712e+02,4.041376594818705925e+00,4.200000000000000000e+02,1.697378169823856309e-01,5.050259715212715622e+19
3.760000000000000142e+01,2.437109350293680166e+02,3.985742953787215015e+02,3.985742953787215104e+00,4.200000000000000000e+02,1.674012040590630024e-01,4.975082407374405632e+19
3.770000000000000284e+01,2.439876474845592895e+02,3.930938701650524081e+02,3.930938701650524170e+00,4.200000000000000000e+02,1.650994254693219920e-01,4.901109884938359603e+19
3.779999999999999716e+01,2.442643512851380194e+02,3.876950530770906198e+02,3.876950530770906234e+00,4.200000000000000000e+02,1.628319222923780563e-01,4.828321472325937562e+19
3.789999999999999858e+01,2.445410464315102388e+02,3.823765362105705208e+02,3.823765362105705279e+00,4.200000000000000000e+02,1.605981452084395966e-01,4.756696872159704678e+19
3.800000000000000000e+01,2.448177329240819518e+02,3.771370341022612251e+02,3.771370341022612038e+00,4.200000000000000000e+02,1.583975543229496907e-01,4.686216157919101747e+19
3.810000000000000142e+01,2.450944107632591340e+02,3.719752833196246229e+02,3.719752833196246389e+00,4.200000000000000000e+02,1.562296189942423141e-01,4.616859766746972979e+19
3.820000000000000284e+01,2.453710799494477328e+02,3.668900420584397466e+02,3.668900420584397359e+00,4.200000000000000000e+02,1.540938176645446911e-01,4.548608492403713638e+19
3.829999999999999716e+01,2.456477404830536386e+02,3.618800897482246341e+02,3.618800897482246537e+00,4.200000000000000000e+02,1.519896376942543315e-01,4.481443478365793485e+19
3.839999999999999858e+01,2.459243923644827703e+02,3.569442266652999933e+02,3.569442266653000129e+00,4.200000000000000000e+02,1.499165751994259721e-01,4.415346211065578291e+19
3.850000000000000000e+01,2.462010355941410182e+02,3.520812735533384625e+02,3.520812735533384696e+00,4.200000000000000000e+02,1.478741348924021426e-01,4.350298513269401190e+19
3.860000000000000142e+01,2.464776701724342161e+02,3.472900712512453651e+02,3.472900712512453580e+00,4.200000000000000000e+02,1.458618299255230455e-01,4.286282537590892954e+19
3.870000000000000284e+01,2.467542960997681689e+02,3.425694803282186172e+02,3.425694803282186118e+00,4.200000000000000000e+02,1.438791817378518023e-01,4.223280760136637645e+19
3.879999999999999716e+01,2.470309133765486536e+02,3.379183807258443153e+02,3.379183807258443029e+00,4.200000000000000000e+02,1.419257199048546136e-01,4.161275974281320038e+19
3.889999999999999858e+01,2.473075220031815036e+02,3.333356714070848170e+02,3.333356714070847993e+00,4.200000000000000000e+02,1.400009819909756037e-01,4.100251284569609830e+19
3.900000000000000000e+01,2.475841219800724105e+02,3.288202700120164081e+02,3.288202700120164135e+00,4.200000000000000000e+02,1.381045134050468692e-01,4.040190100742024397e+19
3.910000000000000142e+01,2.478607133076271225e+02,3.243711125201807590e+02,3.243711125201807377e+00,4.200000000000000000e+02,1.362358672584759178e-01,3.981076131882111795e+19
3.920000000000000284e+01,2.481372959862513028e+02,3.199871529194191453e+02,3.199871529194191488e+00,4.200000000000000000e+02,1.343946042261560392e-01,3.922893380682430054e+19
3.929999999999999716e+01,2.484138700163506428e+02,3.156673628810461310e+02,3.156673628810461096e+00,4.200000000000000000e+02,1.325802924100393521e-01,3.865626137826606285e+19
3.939999999999999858e+01,2.486904353983308056e+02,3.114107314412531764e+02,3.114107314412531746e+00,4.200000000000000000e+02,1.307925072053263138e-01,3.809258976485251482e+19
3.950000000000000000e+01,2.489669921325973405e+02,3.072162646885946060e+02,3.072162646885946202e+00,4.200000000000000000e+02,1.290308311692097143e-01,3.753776746923021107e+19
3.960000000000000142e+01,2.492435402195558822e+02,3.030829854574537308e+02,3.030829854574537130e+00,4.200000000000000000e+02,1.272948538921305495e-01,3.699164571214714470e+19
3.970000000000000284e+01,2.495200796596120085e+02,2.990099330273485521e+02,2.990099330273485734e+00,4.200000000000000000e+02,1.255841718714863775e-01,3.645407838067856589e+19
3.979999999999999716e+01,2.497966104531712688e+02,2.949961628279748993e+02,2.949961628279749171e+00,4.200000000000000000e+02,1.238983883877494419e-01,3.592492197749672346e+19
3.989999999999999858e+01,2.500731326006391271e+02,2.910407461498663793e+02,2.910407461498663917e+00,4.200000000000000000e+02,1.222371133829438655e-01,3.540403557116188672e+19
4.000000000000000000e+01,2.503496461024211044e+02,2.871427698605487535e+02,2.871427698605487411e+00,4.200000000000000000e+02,1.205999633414304717e-01,3.489128074741179187e+19
4.010000000000000142e+01,2.506261509589226648e+02,2.833013361260944976e+02,2.833013361260944940e+00,4.200000000000000000e+02,1.189865611729596789e-01,3.438652156143027405e+19
4.020000000000000284e+01,2.509026471705492440e+02,2.795155621379598188e+02,2.795155621379598276e+00,4.200000000000000000e+02,1.173965360979431077e-01,3.388962449107334758e+19
4.029999999999999716e+01,2.511791347377062777e+02,2.757845798449907875e+02,2.757845798449908070e+00,4.200000000000000000e+02,1.158295235348961172e-01,3.340045839103147213e+19
4.039999999999999858e+01,2.514556136607991448e+02,2.721075356905160447e+02,2.721075356905160447e+00,4.200000000000000000e+02,1.142851649900167299e-01,3.291889444791081370e+19
4.050000000000000000e+01,2.517320839402331956e+02,2.684835903544019970e+02,2.684835903544020130e+00,4.200000000000000000e+02,1.127631079488488342e-01,3.244480613621150925e+19
4.060000000000000142e+01,2.520085455764137805e+02,2.649119184999844379e+02,2.649119184999844556e+00,4.200000000000000000e+02,1.112630057699934560e-01,3.197806917518539162e+19
4.070000000000000284e+01,2.522849985697461932e+02,2.613917085257726285e+02,2.613917085257726480e+00,4.200000000000000000e+02,1.097845175808244977e-01,3.151856148655418982e+19
4.079999999999999716e+01,2.525614429206357272e+02,2.579221623218400623e+02,2.579221623218400428e+00,4.200000000000000000e+02,1.083273081751728179e-01,3.106616315307088691e+19
4.089999999999999858e+01,2.528378786294876761e+02,2.545024950307907545e+02,2.545024950307907652e+00,4.200000000000000000e+02,1.068910479129321078e-01,3.062075637790468915e+19
4.100000000000000000e+01,2.531143056967072482e+02,2.511319348132325615e+02,2.511319348132325491e+00,4.200000000000000000e+02,1.054754126215576709e-01,3.018222544483487334e+19
4.110000000000000142e+01,2.533907241226996518e+02,2.478097226176497827e+02,2.478097226176497969e+00,4.200000000000000000e+02,1.040800834994129037e-01,2.975045667923437978e+19
4.120000000000000284e+01,2.536671339078700669e+02,2.445351119545927645e+02,2.445351119545927432e+00,4.200000000000000000e+02,1.027047470209289520e-01,2.932533840982731571e+19
4.129999999999999716e+01,2.539435350526237016e+02,2.413073686751057210e+02,2.413073686751057156e+00,4.200000000000000000e+02,1.013490948435443878e-01,2.890676093120493568e+19
4.139999999999999858e+01,2.542199275573656223e+02,2.381257707532992924e+02,2.381257707532992818e+00,4.200000000000000000e+02,1.000128237163856876e-01,2.849461646708314931e+19
4.150000000000000000e+01,2.544963114225010088e+02,2.349896080729889150e+02,2.349896080729889203e+00,4.200000000000000000e+02,9.869563539065533131e-02,2.808879913428639334e+19
4.160000000000000142e+01,2.547726866484348989e+02,2.318981822183241945e+02,2.318981822183241892e+00,4.200000000000000000e+02,9.739723653169615747e-02,2.768920490744352358e+19
4.170000000000000284e+01,2.550490532355723872e+02,2.288508062683188200e+02,2.288508062683188182e+00,4.200000000000000000e+02,9.611733863269389389e-02,2.729573158437935923e+19
4.179999999999999716e+01,2.553254111843184546e+02,2.258468045952165539e+02,2.258468045952165326e+00,4.200000000000000000e+02,9.485565792999094137e-02,2.690827875218904269e+19
4.189999999999999858e+01,2.556017604950781674e+02,2.228855126666068998e+02,2.228855126666068998e+00,4.200000000000000000e+02,9.361191531997488380e-02,2.652674775397956403e+19
4.200000000000000000e+01,2.558781011682564781e+02,2.199662768512274624e+02,2.199662768512274713e+00,4.200000000000000000e+02,9.238583627751552341e-02,2.615104165626615808e+19
4.210000000000000142e+01,2.561544332042583392e+02,2.170884542283675671e+02,2.170884542283675778e+00,4.200000000000000000e+02,9.117715077591437289e-02,2.578106521700814438e+19
4.220000000000000284e+01,2.564307566034887031e+02,2.142514124008149849e+02,2.142514124008149778e+00,4.200000000000000000e+02,8.998559320834229047e-02,2.541672485427272909e+19
4.229999999999999716e+01,2.567070713663525225e+02,2.114545293112662137e+02,2.114545293112662261e+00,4.200000000000000000e+02,8.881090231073179853e-02,2.505792861551244083e+19
4.239999999999999858e+01,2.569833774932545793e+02,2.086971930621417357e+02,2.086971930621417393e+00,4.200000000000000000e+02,8.765282108609952216e-02,2.470458614744470323e+19
4.250000000000000000e+01,2.572596749845997692e+02,2.059788017387285493e+02,2.059788017387285564e+00,4.200000000000000000e+02,8.651109673026598224e-02,2.435660866651968717e+19
4.260000000000000142e+01,2.575359638407929310e+02,2.032987632355957999e+02,2.032987632355958141e+00,4.200000000000000000e+02,8.538548055895023303e-02,2.401390892996578509e+19
4.270000000000000284e+01,2.578122440622389036e+02,2.006564950862106116e+02,2.006564950862105956e+00,4.200000000000000000e+02,8.427572793620845271e-02,2.367640120739960832e+19
4.279999999999999716e+01,2.580885156493424688e+02,1.980514242956998316e+02,1.980514242956998405e+00,4.200000000000000000e+02,8.318159820419392114e-02,2.334400125298991104e+19
4.289999999999999858e+01,2.583647786025082951e+02,1.954829871766889937e+02,1.954829871766889937e+00,4.200000000000000000e+02,8.210285461420936681e-02,2.301662627816318566e+19
4.300000000000000000e+01,2.586410329221412212e+02,1.929506291881602920e+02,1.929506291881602831e+00,4.200000000000000000e+02,8.103926425902731323e-02,2.269419492483996877e+19
4.310000000000000142e+01,2.589172786086458586e+02,1.904538047772786911e+02,1.904538047772786902e+00,4.200000000000000000e+02,7.999059800645703933e-02,2.237662723919203942e+19
4.320000000000000284e+01,2.591935156624269325e+02,1.879919772241117641e+02,1.879919772241117615e+00,4.200000000000000000e+02,7.895663043412692872e-02,2.206384464590763622e+19
4.329999999999999716e+01,2.594697440838891112e+02,1.855646184892079589e+02,1.855646184892079553e+00,4.200000000000000000e+02,7.793713976546733091e-02,2.175576992295699251e+19
4.339999999999999858e+01,2.597459638734370060e+02,1.831712090639599353e+02,1.831712090639599388e+00,4.200000000000000000e+02,7.693190780686316732e-02,2.145232717684569293e+19
4.350000000000000000e+01,2.600221750314752285e+02,1.808112378237073017e+02,1.808112378237072937e+00,4.200000000000000000e+02,7.594071988595706146e-02,2.115344181834693427e+19
4.360000000000000142e+01,2.602983775584083332e+02,1.784842018835282715e+02,1.784842018835282706e+00,4.200000000000000000e+02,7.496336479108187123e-02,2.085904053870319616e+19
4.370000000000000284e+01,2.605745714546409317e+02,1.761896064566588223e+02,1.761896064566588205e+00,4.200000000000000000e+02,7.399963471179669960e-02,2.056905128628665958e+19
4.379999999999999716e+01,2.608507567205775217e+02,1.739269647155000484e+02,1.739269647155000431e+00,4.200000000000000000e+02,7.304932518051000800e-02,2.028340324371036160e+19
4.389999999999999858e+01,2.611269333566225441e+02,1.716957976551540526e+02,1.716957976551540588e+00,4.200000000000000000e+02,7.211223501516469958e-02,2.000202680537982157e+19
4.400000000000000000e+01,2.614031013631805536e+02,1.694956339594450014e+02,1.694956339594450023e+00,4.200000000000000000e+02,7.118816626296689543e-02,1.972485355547670528e+19
4.410000000000000142e+01,2.616792607406559910e+02,1.673260098693766906e+02,1.673260098693766906e+00,4.200000000000000000e+02,7.027692414513819763e-02,1.945181624636585574e+19
4.420000000000000284e+01,2.619554114894532972e+02,1.651864690539777598e+02,1.651864690539777580e+00,4.200000000000000000e+02,6.937831700267065027e-02,1.918284877741669171e+19
4.429999999999999716e+01,2.622315536099767996e+02,1.630765624834930918e+02,1.630765624834930927e+00,4.200000000000000000e+02,6.849215624306709271e-02,1.891788617423119155e+19
4.439999999999999858e+01,2.625076871026309391e+02,1.609958483048683320e+02,1.609958483048683275e+00,4.200000000000000000e+02,6.761825628804468691e-02,1.865686456826924646e+19
4.450000000000000000e+01,2.627838119678200997e+02,1.589438917194941610e+02,1.589438917194941681e+00,4.200000000000000000e+02,6.675643452218754659e-02,1.839972117686472704e+19
4.460000000000000142e+01,2.630599282059484949e+02,1.569202648631589625e+02,1.569202648631589536e+00,4.200000000000000000e+02,6.590651124252676352e-02,1.814639428362318234e+19
4.470000000000000284e+01,2.633360358174205658e+02,1.549245466881678510e+02,1.549245466881678412e+00,4.200000000000000000e+02,6.506830960903049743e-02,1.789682321919374746e+19
4.479999999999999716e+01,2.636121348026404689e+02,1.529563228475952599e+02,1.529563228475952608e+00,4.200000000000000000e+02,6.424165559599000208e-02,1.765094834240862208e+19
4.489999999999999858e+01,2.638882251620124748e+02,1.510151855816166631e+02,1.510151855816166622e+00,4.200000000000000000e+02,6.342637794427899434e-02,1.740871102178108006e+19
4.500000000000000000e+01,2.641643068959408538e+02,1.491007336058929695e+02,1.491007336058929766e+00,4.200000000000000000e+02,6.262230811447504208e-02,1.717005361735642317e+19
4.510000000000000142e+01,2.644403800048298194e+02,1.472125720019604387e+02,1.472125720019604289e+00,4.200000000000000000e+02,6.182928024082337548e-02,1.693491946290782413e+19
4.520000000000000284e+01,2.647164444890834716e+02,1.453503121095903339e+02,1.453503121095903294e+00,4.200000000000000000e+02,6.104713108602793231e-02,1.670325284847041331e+19
4.529999999999999716e+01,2.649925003491060238e+02,1.435135714210803428e+02,1.435135714210803437e+00,4.200000000000000000e+02,6.027569999685374047e-02,1.647499900320677069e+19
4.539999999999999858e+01,2.652685475853015760e+02,1.417019734774428628e+02,1.417019734774428663e+00,4.200000000000000000e+02,5.951482886052599647e-02,1.625010407859739034e+19
4.550000000000000000e+01,2.655445861980742279e+02,1.399151477664517245e+02,1.399151477664517307e+00,4.200000000000000000e+02,5.876436206190972095e-02,1.602851513194938163e+19
4.560000000000000142e+01,2.658206161878280227e+02,1.381527296225150110e+02,1.381527296225150137e+00,4.200000000000000000e+02,5.802414644145630074e-02,1.581018011021730202e+19
4.570000000000000284e+01,2.660966375549670602e+02,1.364143601283332998e+02,1.364143601283333007e+00,4.200000000000000000e+02,5.729403125389997964e-02,1.559504783412927693e+19
4.579999999999999716e+01,2.663726502998953833e+02,1.346996860183193121e+02,1.346996860183193201e+00,4.200000000000000000e+02,5.657386812769410467e-02,1.538306798261337498e+19
4.589999999999999858e+01,2.666486544230168647e+02,1.330083595837390362e+02,1.330083595837390442e+00,4.200000000000000000e+02,5.586351102517039119e-02,1.517419107751754547e+19
4.600000000000000000e+01,2.669246499247356041e+02,1.313400385795379748e+02,1.313400385795379766e+00,4.200000000000000000e+02,5.516281620340594133e-02,1.496836846861677568e+19
4.610000000000000142e+01,2.672006368054555310e+02,1.296943861328333298e+02,1.296943861328333281e+00,4.200000000000000000e+02,5.447164217578999434e-02,1.476555231890331238e+19
4.620000000000000284e+01,2.674766150655805177e+02,1.280710706530288121e+02,1.280710706530288068e+00,4.200000000000000000e+02,5.378984967427209718e-02,1.456569559015279616e+19
4.629999999999999716e+01,2.677525847055144936e+02,1.264697657435267359e+02,1.264697657435267297e+00,4.200000000000000000e+02,5.311730161228122443e-02,1.436875202876161024e+19
4.639999999999999858e+01,2.680285457256612744e+02,1.248901501150080264e+02,1.248901501150080362e+00,4.200000000000000000e+02,5.245386304830336466e-02,1.417467615185001062e+19
4.650000000000000000e+01,2.683044981264248463e+02,1.233319075002460039e+02,1.233319075002460075e+00,4.200000000000000000e+02,5.179940115010332052e-02,1.398342323362530714e+19
4.660000000000000142e+01,2.685804419082088543e+02,1.217947265704357704e+02,1.217947265704357740e+00,4.200000000000000000e+02,5.115378515958302064e-02,1.379494929200115302e+19
4.670000000000000284e+01,2.688563770714172279e+02,1.202783008529928424e+02,1.202783008529928477e+00,4.200000000000000000e+02,5.051688635825699047e-02,1.360921107546582016e+19
4.679999999999999716e+01,2.691323036164536688e+02,1.187823286508151881e+02,1.187823286508151943e+00,4.200000000000000000e+02,4.988857803334237340e-02,1.342616605019705549e+19
4.689999999999999858e+01,2.694082215437219929e+02,1.173065129629628416e+02,1.173065129629628389e+00,4.200000000000000000e+02,4.926873544444439201e-02,1.324577238741648794e+19
4.700000000000000000e+01,2.696841308536257884e+02,1.158505614067406100e+02,1.158505614067406153e+00,4.200000000000000000e+02,4.865723579083105349e-02,1.306798895098033357e+19
4.710000000000000142e+01,2.699600315465688709e+02,1.144141861411487611e+02,1.144141861411487548e+00,4.200000000000000000e+02,4.805395817928247854e-02,1.289277528520062157e+19
4.720000000000000284e+01,2.702359236229548856e+02,1.129971037916866123e+02,1.129971037916866150e+00,4.200000000000000000e+02,4.745878359250837314e-02,1.272009160289370317e+19
4.729999999999999716e+01,2.705118070831874206e+02,1.115990353764736653e+02,1.115990353764736653e+00,4.200000000000000000e+02,4.687159485811893261e-02,1.254989877365036237e+19
4.739999999999999858e+01,2.706499999999999773e+02,1.102195322853560384e+02,1.102195322853560366e+00,4.200000000000000000e+02,4.629220355984953184e-02,1.238843766881612595e+19
4.750000000000000000e+01,2.706499999999999773e+02,1.088572970429822959e+02,1.088572970429823039e+00,4.200000000000000000e+02,4.572006475805256293e-02,1.223532536611899392e+19
4.760000000000000142e+01,2.706499999999999773e+02,1.075119398163457305e+02,1.075119398163457252e+00,4.200000000000000000e+02,4.515501472286520546e-02,1.208411011598230938e+19
4.770000000000000284e+01,2.706499999999999773e+02,1.061832509711511818e+02,1.061832509711511774e+00,4.200000000000000000e+02,4.459696540788349317e-02,1.193476835596351078e+19
4.779999999999999716e+01,2.706499999999999773e+02,1.048710234832861374e+02,1.048710234832861410e+00,4.200000000000000000e+02,4.404582986298017505e-02,1.178727681699893043e+19
4.789999999999999858e+01,2.706499999999999773e+02,1.035750529062417229e+02,1.035750529062417158e+00,4.200000000000000000e+02,4.350152222062152185e-02,1.164161251974199706e+19
4.800000000000000000e+01,2.706499999999999773e+02,1.022951373389405205e+02,1.022951373389405116e+00,4.200000000000000000e+02,4.296395768235501678e-02,1.149775277094713549e+19
4.810000000000000142e+01,2.706499999999999773e+02,1.010310773939674078e+02,1.010310773939674167e+00,4.200000000000000000e+02,4.243305250546630658e-02,1.135567515989899674e+19
4.820000000000000284e+01,2.706499999999999773e+02,9.978267616619807256e+01,9.978267616619806990e-01,4.200000000000000000e+02,4.190872398980318575e-02,1.121535755488636314e+19
4.829999999999999716e+01,2.706499999999999773e+02,9.854973920181951996e+01,9.854973920181951952e-01,4.200000000000000000e+02,4.139089046476419204e-02,1.107677809972011622e+19
4.839999999999999858e+01,2.706499999999999773e+02,9.733207446773818106e+01,9.733207446773818328e-01,4.200000000000000000e+02,4.087947127645003009e-02,1.093991521029478605e+19
4.850000000000000000e+01,2.706499999999999773e+02,9.612949232137127353e+01,9.612949232137126820e-01,4.200000000000000000e+02,4.037438677497592887e-02,1.080474757119315558e+19
4.860000000000000142e+01,2.706499999999999773e+02,9.494180548081568816e+01,9.494180548081568860e-01,4.200000000000000000e+02,3.987555830194258744e-02,1.067125413233330995e+19
4.870000000000000284e+01,2.706499999999999773e+02,9.376882899538985328e+01,9.376882899538985239e-01,4.200000000000000000e+02,3.938290817806373162e-02,1.053941410565760614e+19
4.879999999999999716e+01,2.706499999999999773e+02,9.261038021654420049e+01,9.261038021654419694e-01,4.200000000000000000e+02,3.889635969094856066e-02,1.040920696186307379e+19
4.889999999999999858e+01,2.706499999999999773e+02,9.146627876913619559e+01,9.146627876913620003e-01,4.200000000000000000e+02,3.841583708303719646e-02,1.028061242717278618e+19
4.900000000000000000e+01,2.706499999999999773e+02,9.033634652306336932e+01,9.033634652306337109e-01,4.200000000000000000e+02,3.794126553968660970e-02,1.015361048014748262e+19
4.910000000000000142e+01,2.706499999999999773e+02,8.922040756525254324e+01,8.922040756525254634e-01,4.200000000000000000e+02,3.747257117740606519e-02,1.002818134853720474e+19
4.920000000000000284e+01,2.706499999999999773e+02,8.811828817199824471e+01,8.811828817199824915e-01,4.200000000000000000e+02,3.700968103223926248e-02,9.904305506172211200e+18
